web-scraper-order,web-scraper-start-url,fecha,Hora,Condiciones meteorológicas,Tem,Viento,Hum,Presión,pagination
"1680310576-1745","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","07:30","Parcialmente cubierto","20°","15 km/h","68%","1011 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1746","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","08:00","Parcialmente cubierto","20°","22 km/h","73%","1012 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1747","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","08:30","Parcialmente cubierto","20°","17 km/h","73%","1012 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1748","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","09:00","Nubes dispersas","21°","7 km/h","69%","1012 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1749","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","09:30","Nubes dispersas","22°","6 km/h","64%","1013 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1750","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","10:00","Nubes dispersas","23°","6 km/h","61%","1014 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1751","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","10:30","Nubes dispersas","24°","11 km/h","54%","1014 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1752","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","11:00","Nubes dispersas","24°","11 km/h","57%","1014 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1753","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","11:30","Nubes dispersas","24°","6 km/h","54%","1014 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1754","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","12:00","Nubes dispersas","24°","13 km/h","54%","1014 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1755","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","12:30","Nubes dispersas","24°","11 km/h","61%","1014 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1756","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","13:00","Parcialmente cubierto","25°","17 km/h","57%","1014 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1757","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","13:30","Parcialmente cubierto","24°","20 km/h","65%","1014 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1758","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","14:00","Parcialmente cubierto","24°","19 km/h","65%","1013 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1759","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","14:30","Parcialmente cubierto","24°","17 km/h","61%","1013 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1760","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","15:00","Nubes dispersas","24°","17 km/h","65%","1013 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1761","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","15:30","Nubes dispersas","24°","15 km/h","61%","1013 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1762","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","16:00","Nubes dispersas","23°","13 km/h","69%","1014 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1763","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","16:30","Nubes dispersas","23°","11 km/h","69%","1014 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1764","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","17:00","Nubes dispersas","23°","13 km/h","69%","1014 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1765","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","17:30","Parcialmente cubierto","22°","11 km/h","78%","1015 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1766","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","18:00","Parcialmente cubierto","22°","11 km/h","78%","1015 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1767","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","18:30","Nubes dispersas","22°","9 km/h","73%","1015 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1768","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","19:00","Nubes dispersas","22°","4 km/h","73%","1016 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1769","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","19:30","Parcialmente cubierto","22°","6 km/h","73%","1016 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1770","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","20:00","Parcialmente cubierto","21°","6 km/h","78%","1016 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1771","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","20:30","Mayormente cubierto","21°","2 km/h","83%","1017 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1772","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","21:00","Mayormente cubierto","21°","4 km/h","83%","1017 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1773","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","21:30","Mayormente cubierto","21°","4 km/h","78%","1017 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1774","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","22:00","Parcialmente cubierto","21°","En calma","83%","1017 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1775","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","22:30","Parcialmente cubierto","20°","6 km/h","83%","1017 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1776","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","23:00","Parcialmente cubierto","21°","6 km/h","83%","1017 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310576-1777","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 5 Diciembre 2022","23:30","Mayormente cubierto","20°","En calma","83%","1017 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2022.html"
"1680310578-1778","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","00:00","Parcialmente cubierto","20°","En calma","83%","1017 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1779","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1780","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","00:30","Nubes dispersas","19°","4 km/h","88%","1017 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1781","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","01:00","Nubes dispersas","19°","7 km/h","83%","1017 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1782","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","01:30","Nubes dispersas","19°","7 km/h","83%","1017 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1783","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","02:00","Nubes dispersas","18°","7 km/h","88%","1016 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1784","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","02:30","Nubes dispersas","18°","7 km/h","88%","1016 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1785","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","03:00","Nubes dispersas","18°","6 km/h","88%","1016 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1786","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","03:30","Nubes dispersas","18°","7 km/h","83%","1016 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1787","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","04:00","Nubes dispersas","17°","6 km/h","82%","1016 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1788","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","04:30","Nubes dispersas","17°","6 km/h","82%","1016 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1789","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","05:00","Nubes dispersas","17°","6 km/h","82%","1016 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1790","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","05:30","Nubes dispersas","18°","7 km/h","77%","1016 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1791","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","06:00","Nubes dispersas","18°","7 km/h","73%","1016 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1792","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","06:30","Nubes dispersas","17°","4 km/h","82%","1016 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1793","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","07:00","Nubes dispersas","17°","4 km/h","82%","1016 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1794","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","07:30","Nubes dispersas","18°","7 km/h","73%","1016 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1795","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","08:00","Nubes dispersas","18°","7 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1796","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","08:30","Nubes dispersas","19°","7 km/h","68%","1017 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1797","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","09:00","Nubes dispersas","20°","2 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1798","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","09:30","Nubes dispersas","22°","2 km/h","69%","1017 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1799","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","10:00","Nubes dispersas","21°","6 km/h","73%","1018 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1800","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","10:30","Nubes dispersas","22°","7 km/h","69%","1018 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1801","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","11:00","Nubes dispersas","22°","7 km/h","73%","1017 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1802","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","11:30","Nubes dispersas","23°","7 km/h","69%","1017 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1803","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","12:00","Nubes dispersas","25°","26 km/h","57%","1017 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1804","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","12:30","Nubes dispersas","24°","28 km/h","61%","1016 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1805","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","13:00","Parcialmente cubierto","24°","28 km/h","69%","1016 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1806","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","13:30","Parcialmente cubierto","24°","33 km/h","65%","1015 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1807","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","14:00","Parcialmente cubierto","24°","32 km/h","65%","1015 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1808","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","14:30","Nubes dispersas","24°","33 km/h","69%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1809","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","15:00","Nubes dispersas","24°","33 km/h","65%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1810","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","15:30","Nubes dispersas","23°","33 km/h","65%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1811","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","16:00","Nubes dispersas","23°","32 km/h","69%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1812","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","16:30","Nubes dispersas","23°","30 km/h","69%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1813","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","17:00","Nubes dispersas","24°","32 km/h","61%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1814","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","17:30","Nubes dispersas","23°","26 km/h","65%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1815","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","18:00","Nubes dispersas","22°","22 km/h","69%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1816","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","18:30","Nubes dispersas","22°","20 km/h","69%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1817","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","19:00","Nubes dispersas","21°","24 km/h","73%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1818","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","19:30","Nubes dispersas","21°","26 km/h","73%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1819","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","20:00","Nubes dispersas","21°","26 km/h","73%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1820","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","20:30","Nubes dispersas","20°","22 km/h","83%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1821","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","21:00","Nubes dispersas","20°","26 km/h","83%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1822","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","21:30","Nubes dispersas","20°","26 km/h","83%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1823","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","22:00","Nubes dispersas","20°","28 km/h","78%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1824","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","22:30","Nubes dispersas","20°","30 km/h","78%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1825","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","23:00","Nubes dispersas","20°","30 km/h","78%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310578-1826","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","23:30","Nubes dispersas","20°","26 km/h","78%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680310580-1827","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","00:00","Nubes dispersas","20°","26 km/h","78%","1014 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1828","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1829","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","00:30","Nubes dispersas","20°","24 km/h","78%","1013 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1830","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","01:00","Nubes dispersas","20°","24 km/h","78%","1013 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1831","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","01:30","Nubes dispersas","20°","19 km/h","78%","1013 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1832","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","02:00","Nubes dispersas","20°","11 km/h","73%","1013 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1833","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","02:30","Nubes dispersas","20°","13 km/h","73%","1012 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1834","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","03:00","Despejado","20°","20 km/h","73%","1012 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1835","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","03:30","Despejado","19°","7 km/h","68%","1012 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1836","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","04:00","Despejado","19°","4 km/h","68%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1837","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","04:30","Despejado","19°","4 km/h","68%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1838","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","05:00","Despejado","19°","6 km/h","68%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1839","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","05:30","Despejado","18°","4 km/h","73%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1840","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","06:00","Nubes dispersas","18°","4 km/h","73%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1841","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","06:30","Nubes dispersas","18°","9 km/h","73%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1842","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","07:00","Nubes dispersas","19°","7 km/h","64%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1843","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","07:30","Nubes dispersas","19°","4 km/h","68%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1844","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","08:00","Parcialmente cubierto","19°","6 km/h","68%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1845","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","08:30","Parcialmente cubierto","20°","9 km/h","64%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1846","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","09:00","Parcialmente cubierto","21°","11 km/h","64%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1847","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","09:30","Parcialmente cubierto","22°","13 km/h","60%","1012 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1848","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","10:00","Parcialmente cubierto","22°","13 km/h","57%","1012 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1849","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","10:30","Parcialmente cubierto","22°","11 km/h","57%","1012 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1850","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","11:00","Parcialmente cubierto","22°","7 km/h","60%","1013 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1851","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","11:30","Parcialmente cubierto","22°","4 km/h","64%","1012 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1852","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","12:00","Parcialmente cubierto","22°","6 km/h","64%","1012 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1853","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","12:30","Parcialmente cubierto","23°","7 km/h","65%","1012 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1854","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","13:00","Nubes dispersas","23°","9 > 32 km/h","65%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1855","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","13:30","Nubes dispersas","24°","4 km/h","61%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1856","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","14:00","Nubes dispersas","23°","33 km/h","73%","1010 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1857","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","14:30","Parcialmente cubierto","23°","28 km/h","73%","1010 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1858","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","15:00","Parcialmente cubierto","23°","9 km/h","61%","1010 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1859","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","15:30","Lluvia ligera","23°","6 km/h","73%","1009 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680310580-1860","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","16:00","Parcialmente cubierto","22°","28 km/h","83%","1009 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
