web-scraper-order,web-scraper-start-url,fecha,Hora,Condiciones meteorológicas,Tem,Viento,Hum,Presión,pagination
"1680310616-2580","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 22 Diciembre 2022","07:00","Nubes dispersas","19°","15 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2022.html"
"1680310616-2581","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 22 Diciembre 2022","07:30","Nubes dispersas","19°","13 km/h","68%","1027 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2022.html"
"1680310616-2582","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 22 Diciembre 2022","08:00","Nubes dispersas","18°","11 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2022.html"
"1680310616-2583","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 22 Diciembre 2022","08:30","Nubes dispersas","18°","11 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2022.html"
"1680310616-2584","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 22 Diciembre 2022","09:00","Nubes dispersas","20°","11 km/h","68%","1027 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2022.html"
"1680310616-2585","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 22 Diciembre 2022","09:30","Nubes dispersas","21°","11 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2022.html"
"1680310616-2586","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 22 Diciembre 2022","10:00","Nubes dispersas","22°","9 km/h","69%","1028 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2022.html"
"1680310616-2587","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 22 Diciembre 2022","10:30","Nubes dispersas","21°","7 km/h","73%","1028 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2022.html"
"1680310616-2588","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 22 Diciembre 2022","11:00","Nubes dispersas","22°","9 km/h","69%","1028 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2022.html"
"1680310616-2589","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 22 Diciembre 2022","11:30","Nubes dispersas","22°","9 km/h","69%","1028 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2022.html"
"1680310616-2590","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 22 Diciembre 2022","12:00","Nubes dispersas","22°","7 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2022.html"
"1680310616-2591","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 22 Diciembre 2022","12:30","Nubes dispersas","22°","9 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2022.html"
"1680310616-2592","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 22 Diciembre 2022","13:00","Despejado","22°","9 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2022.html"
"1680310616-2593","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 22 Diciembre 2022","13:30","Despejado","22°","11 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2022.html"
"1680310616-2594","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 22 Diciembre 2022","14:00","Despejado","22°","9 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2022.html"
"1680310616-2595","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 22 Diciembre 2022","14:30","Despejado","22°","9 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2022.html"
"1680310616-2596","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 22 Diciembre 2022","15:00","Despejado","22°","7 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2022.html"
"1680310616-2597","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 22 Diciembre 2022","15:30","Despejado","22°","7 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/22-diciembre-2022.html"
