web-scraper-order,web-scraper-start-url,pagination,Hora,Tem,Hum,fecha
"1679676797-3253","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/15-diciembre-2019.html","21:00","18°","73%","Domingo 15 Diciembre 2019"
"1679676797-3254","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/15-diciembre-2019.html","21:30","18°","73%","Domingo 15 Diciembre 2019"
"1679676797-3255","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/15-diciembre-2019.html","22:00","18°","73%","Domingo 15 Diciembre 2019"
"1679676797-3256","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/15-diciembre-2019.html","22:30","17°","77%","Domingo 15 Diciembre 2019"
"1679676797-3257","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/15-diciembre-2019.html","23:00","17°","77%","Domingo 15 Diciembre 2019"
"1679676797-3258","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/15-diciembre-2019.html","23:30","17°","77%","Domingo 15 Diciembre 2019"
"1679676799-3259","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","00:00","16°","77%","Lunes 16 Diciembre 2019"
"1679676799-3260","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","null","null","null","Lunes 16 Diciembre 2019"
"1679676799-3261","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","00:30","16°","72%","Lunes 16 Diciembre 2019"
"1679676799-3262","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","01:00","16°","72%","Lunes 16 Diciembre 2019"
"1679676799-3263","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","01:30","16°","72%","Lunes 16 Diciembre 2019"
"1679676799-3264","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","02:00","16°","72%","Lunes 16 Diciembre 2019"
"1679676799-3265","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","02:30","16°","72%","Lunes 16 Diciembre 2019"
"1679676799-3266","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","03:00","16°","72%","Lunes 16 Diciembre 2019"
"1679676799-3267","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","03:30","16°","72%","Lunes 16 Diciembre 2019"
"1679676799-3268","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","04:00","15°","77%","Lunes 16 Diciembre 2019"
"1679676799-3269","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","04:30","16°","72%","Lunes 16 Diciembre 2019"
"1679676799-3270","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","05:00","15°","77%","Lunes 16 Diciembre 2019"
"1679676799-3271","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","05:30","16°","72%","Lunes 16 Diciembre 2019"
"1679676799-3272","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","06:00","16°","72%","Lunes 16 Diciembre 2019"
"1679676799-3273","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","06:30","16°","72%","Lunes 16 Diciembre 2019"
"1679676799-3274","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","07:00","16°","63%","Lunes 16 Diciembre 2019"
"1679676799-3275","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","07:30","15°","67%","Lunes 16 Diciembre 2019"
"1679676799-3276","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","08:00","16°","63%","Lunes 16 Diciembre 2019"
"1679676799-3277","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","08:30","17°","68%","Lunes 16 Diciembre 2019"
"1679676799-3278","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","09:00","18°","64%","Lunes 16 Diciembre 2019"
"1679676799-3279","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","09:30","20°","64%","Lunes 16 Diciembre 2019"
"1679676799-3280","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","10:00","21°","49%","Lunes 16 Diciembre 2019"
"1679676799-3281","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","10:30","22°","46%","Lunes 16 Diciembre 2019"
"1679676799-3282","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","11:00","21°","53%","Lunes 16 Diciembre 2019"
"1679676799-3283","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","11:30","22°","50%","Lunes 16 Diciembre 2019"
"1679676799-3284","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","12:00","22°","46%","Lunes 16 Diciembre 2019"
"1679676799-3285","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","12:30","22°","43%","Lunes 16 Diciembre 2019"
"1679676799-3286","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","13:00","22°","53%","Lunes 16 Diciembre 2019"
"1679676799-3287","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","13:30","21°","60%","Lunes 16 Diciembre 2019"
"1679676799-3288","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","14:00","22°","35%","Lunes 16 Diciembre 2019"
"1679676799-3289","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","14:30","22°","35%","Lunes 16 Diciembre 2019"
"1679676799-3290","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","15:00","22°","38%","Lunes 16 Diciembre 2019"
"1679676799-3291","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","15:30","22°","38%","Lunes 16 Diciembre 2019"
"1679676799-3292","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","16:00","20°","60%","Lunes 16 Diciembre 2019"
"1679676799-3293","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","16:30","20°","60%","Lunes 16 Diciembre 2019"
"1679676799-3294","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","17:00","21°","43%","Lunes 16 Diciembre 2019"
"1679676799-3295","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","17:30","20°","46%","Lunes 16 Diciembre 2019"
"1679676799-3296","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","18:00","18°","64%","Lunes 16 Diciembre 2019"
"1679676799-3297","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","18:30","19°","56%","Lunes 16 Diciembre 2019"
"1679676799-3298","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","19:00","17°","77%","Lunes 16 Diciembre 2019"
"1679676799-3299","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","19:30","18°","64%","Lunes 16 Diciembre 2019"
"1679676799-3300","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","20:00","18°","59%","Lunes 16 Diciembre 2019"
"1679676799-3301","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","20:30","18°","59%","Lunes 16 Diciembre 2019"
"1679676799-3302","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","21:00","17°","72%","Lunes 16 Diciembre 2019"
"1679676799-3303","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","21:30","17°","72%","Lunes 16 Diciembre 2019"
"1679676799-3304","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","22:00","17°","63%","Lunes 16 Diciembre 2019"
"1679676799-3305","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","22:30","17°","68%","Lunes 16 Diciembre 2019"
"1679676799-3306","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","23:00","17°","63%","Lunes 16 Diciembre 2019"
"1679676799-3307","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/16-diciembre-2019.html","23:30","17°","68%","Lunes 16 Diciembre 2019"
"1679676802-3308","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","00:00","16°","72%","Martes 17 Diciembre 2019"
"1679676802-3309","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","null","null","null","Martes 17 Diciembre 2019"
"1679676802-3310","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","00:30","16°","72%","Martes 17 Diciembre 2019"
"1679676802-3311","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","01:00","15°","82%","Martes 17 Diciembre 2019"
"1679676802-3312","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","01:30","16°","72%","Martes 17 Diciembre 2019"
"1679676802-3313","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","02:00","16°","82%","Martes 17 Diciembre 2019"
"1679676802-3314","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","02:30","15°","88%","Martes 17 Diciembre 2019"
"1679676802-3315","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","03:00","16°","77%","Martes 17 Diciembre 2019"
"1679676802-3316","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","03:30","16°","77%","Martes 17 Diciembre 2019"
"1679676802-3317","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","04:30","16°","72%","Martes 17 Diciembre 2019"
"1679676802-3318","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","05:00","17°","68%","Martes 17 Diciembre 2019"
"1679676802-3319","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","06:00","16°","68%","Martes 17 Diciembre 2019"
"1679676802-3320","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","06:30","16°","72%","Martes 17 Diciembre 2019"
"1679676802-3321","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","07:00","16°","72%","Martes 17 Diciembre 2019"
"1679676802-3322","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","07:30","16°","72%","Martes 17 Diciembre 2019"
"1679676802-3323","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","08:00","16°","72%","Martes 17 Diciembre 2019"
"1679676802-3324","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","08:30","18°","64%","Martes 17 Diciembre 2019"
"1679676802-3325","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","09:00","18°","64%","Martes 17 Diciembre 2019"
"1679676802-3326","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","09:30","19°","60%","Martes 17 Diciembre 2019"
"1679676802-3327","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","10:00","20°","56%","Martes 17 Diciembre 2019"
"1679676802-3328","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","10:30","20°","56%","Martes 17 Diciembre 2019"
"1679676802-3329","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","11:00","21°","53%","Martes 17 Diciembre 2019"
"1679676802-3330","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","11:30","21°","53%","Martes 17 Diciembre 2019"
"1679676802-3331","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","12:00","22°","50%","Martes 17 Diciembre 2019"
"1679676802-3332","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","12:30","22°","46%","Martes 17 Diciembre 2019"
"1679676802-3333","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","13:00","23°","41%","Martes 17 Diciembre 2019"
"1679676802-3334","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","13:30","23°","44%","Martes 17 Diciembre 2019"
"1679676802-3335","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","14:00","23°","44%","Martes 17 Diciembre 2019"
"1679676802-3336","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","14:30","23°","44%","Martes 17 Diciembre 2019"
"1679676802-3337","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","15:00","22°","50%","Martes 17 Diciembre 2019"
"1679676802-3338","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","15:30","22°","53%","Martes 17 Diciembre 2019"
"1679676802-3339","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","16:00","22°","57%","Martes 17 Diciembre 2019"
"1679676802-3340","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","16:30","21°","60%","Martes 17 Diciembre 2019"
"1679676802-3341","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","17:00","21°","56%","Martes 17 Diciembre 2019"
"1679676802-3342","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","17:30","20°","60%","Martes 17 Diciembre 2019"
"1679676802-3343","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","18:00","20°","60%","Martes 17 Diciembre 2019"
"1679676802-3344","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","18:30","19°","68%","Martes 17 Diciembre 2019"
"1679676802-3345","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","19:00","19°","68%","Martes 17 Diciembre 2019"
"1679676802-3346","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","19:30","18°","68%","Martes 17 Diciembre 2019"
"1679676802-3347","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","20:00","18°","68%","Martes 17 Diciembre 2019"
"1679676802-3348","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","20:30","18°","64%","Martes 17 Diciembre 2019"
"1679676802-3349","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","21:00","17°","68%","Martes 17 Diciembre 2019"
"1679676802-3350","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","21:30","17°","72%","Martes 17 Diciembre 2019"
"1679676802-3351","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","22:00","17°","72%","Martes 17 Diciembre 2019"
"1679676802-3352","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","22:30","17°","72%","Martes 17 Diciembre 2019"
"1679676802-3353","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","23:00","17°","72%","Martes 17 Diciembre 2019"
"1679676802-3354","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/17-diciembre-2019.html","23:30","16°","77%","Martes 17 Diciembre 2019"
"1679676804-3355","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","00:00","17°","72%","Miércoles 18 Diciembre 2019"
"1679676804-3356","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","null","null","null","Miércoles 18 Diciembre 2019"
"1679676804-3357","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","00:30","16°","77%","Miércoles 18 Diciembre 2019"
"1679676804-3358","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","01:00","16°","72%","Miércoles 18 Diciembre 2019"
"1679676804-3359","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","01:30","16°","77%","Miércoles 18 Diciembre 2019"
"1679676804-3360","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","02:00","16°","72%","Miércoles 18 Diciembre 2019"
"1679676804-3361","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","02:30","16°","72%","Miércoles 18 Diciembre 2019"
"1679676804-3362","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","03:00","16°","72%","Miércoles 18 Diciembre 2019"
"1679676804-3363","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","03:30","16°","72%","Miércoles 18 Diciembre 2019"
"1679676804-3364","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","04:00","16°","72%","Miércoles 18 Diciembre 2019"
"1679676804-3365","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","04:30","16°","72%","Miércoles 18 Diciembre 2019"
"1679676804-3366","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","05:00","16°","72%","Miércoles 18 Diciembre 2019"
"1679676804-3367","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","05:30","16°","72%","Miércoles 18 Diciembre 2019"
"1679676804-3368","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","06:00","16°","72%","Miércoles 18 Diciembre 2019"
"1679676804-3369","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","06:30","16°","72%","Miércoles 18 Diciembre 2019"
"1679676804-3370","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","07:00","15°","77%","Miércoles 18 Diciembre 2019"
"1679676804-3371","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","07:30","16°","72%","Miércoles 18 Diciembre 2019"
"1679676804-3372","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","08:00","15°","77%","Miércoles 18 Diciembre 2019"
"1679676804-3373","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","08:30","16°","68%","Miércoles 18 Diciembre 2019"
"1679676804-3374","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","09:00","18°","64%","Miércoles 18 Diciembre 2019"
"1679676804-3375","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","09:30","19°","64%","Miércoles 18 Diciembre 2019"
"1679676804-3376","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","10:00","20°","64%","Miércoles 18 Diciembre 2019"
"1679676804-3377","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","10:30","20°","64%","Miércoles 18 Diciembre 2019"
"1679676804-3378","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","11:00","20°","64%","Miércoles 18 Diciembre 2019"
"1679676804-3379","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","11:30","21°","60%","Miércoles 18 Diciembre 2019"
"1679676804-3380","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","12:00","21°","64%","Miércoles 18 Diciembre 2019"
"1679676804-3381","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","12:30","21°","64%","Miércoles 18 Diciembre 2019"
"1679676804-3382","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","13:00","21°","64%","Miércoles 18 Diciembre 2019"
"1679676804-3383","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","13:30","21°","64%","Miércoles 18 Diciembre 2019"
"1679676804-3384","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","14:00","20°","68%","Miércoles 18 Diciembre 2019"
"1679676804-3385","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","14:30","20°","68%","Miércoles 18 Diciembre 2019"
"1679676804-3386","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","15:00","20°","73%","Miércoles 18 Diciembre 2019"
"1679676804-3387","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","15:30","20°","73%","Miércoles 18 Diciembre 2019"
"1679676804-3388","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","16:00","20°","73%","Miércoles 18 Diciembre 2019"
"1679676804-3389","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","16:30","20°","73%","Miércoles 18 Diciembre 2019"
"1679676804-3390","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","17:00","19°","78%","Miércoles 18 Diciembre 2019"
"1679676804-3391","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","17:30","20°","73%","Miércoles 18 Diciembre 2019"
"1679676804-3392","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","18:00","19°","78%","Miércoles 18 Diciembre 2019"
"1679676804-3393","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","18:30","20°","73%","Miércoles 18 Diciembre 2019"
"1679676804-3394","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","https://www.tutiempo.net/registros/gclp/18-diciembre-2019.html","19:00","20°","73%","Miércoles 18 Diciembre 2019"
